subjectID	order	RunNum	itemName	onsetTime	trialType	RT	respInTime	CueTime	response	fixationTime	ladder1	ladder2	bidIndex	BDMtrialIndex	bidValue
cat_between_MRI_998	 2	 1	 BagaleShtuhim.bmp	 4.494106e+01	 12	 999000	 120	 999000	 999	 4.595862e+01	 700.00	 600.00	 13.00	 57	 5.77	 
cat_between_MRI_998	 2	 1	 Apropo.bmp	 4.692619e+01	 11	 999000	 1	 7.002345e+02	 999	 4.794424e+01	 650.00	 600.00	 9.00	 11	 6.04	 
cat_between_MRI_998	 2	 1	 BambaSweet.bmp	 4.992976e+01	 12	 999000	 120	 999000	 999	 5.094757e+01	 650.00	 600.00	 20.00	 33	 5.51	 
cat_between_MRI_998	 2	 1	 WerthersOriginal.bmp	 5.293318e+01	 12	 999000	 120	 999000	 999	 5.395096e+01	 650.00	 600.00	 10.00	 53	 5.85	 
cat_between_MRI_998	 2	 1	 ClickBalls5.bmp	 5.893993e+01	 22	 999000	 2	 6.001163e+02	 999	 5.995760e+01	 650.00	 550.00	 46.00	 36	 4.91	 
cat_between_MRI_998	 2	 1	 Tapuchips.bmp	 6.094218e+01	 12	 999000	 120	 999000	 999	 6.195990e+01	 650.00	 550.00	 21.00	 39	 5.51	 
cat_between_MRI_998	 2	 1	 Dubonim.bmp	 6.392886e+01	 11	 999000	 1	 6.501001e+02	 999	 6.494657e+01	 600.00	 550.00	 11.00	 47	 5.81	 
cat_between_MRI_998	 2	 1	 Bounty.bmp	 6.593103e+01	 12	 999000	 120	 999000	 999	 6.694879e+01	 600.00	 550.00	 15.00	 34	 5.62	 
cat_between_MRI_998	 2	 1	 KinderBuenoBrown3.bmp	 6.993556e+01	 24	 999000	 240	 999000	 999	 7.095334e+01	 600.00	 550.00	 44.00	 55	 5.01	 
cat_between_MRI_998	 2	 1	 Mekupelet.bmp	 7.193788e+01	 24	 999000	 240	 999000	 999	 7.295558e+01	 600.00	 550.00	 39.00	 22	 5.06	 
cat_between_MRI_998	 2	 1	 Popco.bmp	 7.394005e+01	 11	 999000	 1	 6.001214e+02	 999	 7.495780e+01	 550.00	 550.00	 8.00	 38	 6.12	 
cat_between_MRI_998	 2	 1	 PesekZman.bmp	 7.692665e+01	 22	 999000	 2	 5.502301e+02	 999	 7.794448e+01	 550.00	 500.00	 49.00	 50	 4.83	 
cat_between_MRI_998	 2	 1	 DoritosSourSpicy.bmp	 8.493571e+01	 24	 999000	 240	 999000	 999	 8.595349e+01	 550.00	 500.00	 56.00	 10	 4.64	 
cat_between_MRI_998	 2	 1	 BambaNugat.bmp	 8.793908e+01	 24	 999000	 240	 999000	 999	 8.895682e+01	 550.00	 500.00	 47.00	 27	 4.85	 
cat_between_MRI_998	 2	 1	 KinderBuenoWhite2.bmp	 8.994134e+01	 24	 999000	 240	 999000	 999	 9.095915e+01	 550.00	 500.00	 53.00	 37	 4.76	 
cat_between_MRI_998	 2	 1	 BisliOnion.bmp	 9.292805e+01	 12	 999000	 120	 999000	 999	 9.394584e+01	 550.00	 500.00	 5.00	 13	 6.16	 
cat_between_MRI_998	 2	 1	 Halva2.bmp	 9.493023e+01	 11	 999000	 1	 5.502719e+02	 999	 9.594809e+01	 500.00	 500.00	 16.00	 17	 5.58	 
cat_between_MRI_998	 2	 1	 ClickBlackWhite3.bmp	 9.793358e+01	 12	 999000	 120	 999000	 999	 9.895144e+01	 500.00	 500.00	 19.00	 40	 5.55	 
cat_between_MRI_998	 2	 1	 KashitSour.bmp	 1.019381e+02	 22	 999000	 2	 5.002217e+02	 999	 1.029559e+02	 500.00	 450.00	 51.00	 31	 4.81	 
cat_between_MRI_998	 2	 1	 TapuchipsCrunch.bmp	 1.039404e+02	 24	 999000	 240	 999000	 999	 1.049582e+02	 500.00	 450.00	 57.00	 29	 4.35	 
cat_between_MRI_998	 2	 1	 Loacker.bmp	 1.079282e+02	 24	 999000	 240	 999000	 999	 1.089459e+02	 500.00	 450.00	 55.00	 24	 4.68	 
cat_between_MRI_998	 2	 1	 HappyHippo.bmp	 1.099305e+02	 12	 999000	 120	 999000	 999	 1.109483e+02	 500.00	 450.00	 6.00	 25	 6.16	 
cat_between_MRI_998	 2	 1	 Tictac.bmp	 1.129337e+02	 11	 999000	 1	 5.003171e+02	 999	 1.139516e+02	 450.00	 450.00	 17.00	 49	 5.57	 
cat_between_MRI_998	 2	 1	 BabyDoll.bmp	 1.159372e+02	 12	 999000	 120	 999000	 999	 1.169550e+02	 450.00	 450.00	 3.00	 16	 6.59	 
cat_between_MRI_998	 2	 1	 DoritosNatural.bmp	 1.189406e+02	 24	 999000	 240	 999000	 999	 1.199583e+02	 450.00	 450.00	 52.00	 3	 4.79	 
cat_between_MRI_998	 2	 1	 Tortit.bmp	 1.209428e+02	 12	 999000	 120	 999000	 999	 1.219606e+02	 450.00	 450.00	 4.00	 19	 6.27	 
cat_between_MRI_998	 2	 1	 Mekupelet.bmp	 1.229284e+02	 24	 999000	 240	 999000	 999	 1.239462e+02	 450.00	 450.00	 39.00	 22	 5.06	 
cat_between_MRI_998	 2	 1	 WerthersOriginal.bmp	 1.249306e+02	 12	 999000	 120	 999000	 999	 1.259483e+02	 450.00	 450.00	 10.00	 53	 5.85	 
cat_between_MRI_998	 2	 1	 Apropo.bmp	 1.309374e+02	 11	 999000	 1	 4.500278e+02	 999	 1.319553e+02	 400.00	 450.00	 9.00	 11	 6.04	 
cat_between_MRI_998	 2	 1	 Cheetos.bmp	 1.329397e+02	 24	 999000	 240	 999000	 999	 1.339574e+02	 400.00	 450.00	 42.00	 9	 5.04	 
cat_between_MRI_998	 2	 1	 Halva2.bmp	 1.349419e+02	 11	 999000	 1	 4.003159e+02	 999	 1.359597e+02	 350.00	 450.00	 16.00	 17	 5.58	 
cat_between_MRI_998	 2	 1	 Loacker.bmp	 1.389297e+02	 24	 999000	 240	 999000	 999	 1.399475e+02	 350.00	 450.00	 55.00	 24	 4.68	 
cat_between_MRI_998	 2	 1	 Snickers.bmp	 1.409320e+02	 12	 999000	 120	 999000	 999	 1.419497e+02	 350.00	 450.00	 22.00	 7	 5.49	 
cat_between_MRI_998	 2	 1	 Popco.bmp	 1.449364e+02	 11	 999000	 1	 3.501968e+02	 999	 1.459543e+02	 300.00	 450.00	 8.00	 38	 6.12	 
cat_between_MRI_998	 2	 1	 KinderBuenoWhite2.bmp	 1.469386e+02	 24	 999000	 240	 999000	 999	 1.479564e+02	 300.00	 450.00	 53.00	 37	 4.76	 
cat_between_MRI_998	 2	 1	 BisliGrill.bmp	 1.509262e+02	 22	 999000	 2	 4.500273e+02	 999	 1.519443e+02	 300.00	 400.00	 48.00	 6	 4.85	 
cat_between_MRI_998	 2	 1	 Mentos.bmp	 1.539299e+02	 22	 999000	 2	 4.003180e+02	 999	 1.549476e+02	 300.00	 350.00	 54.00	 58	 4.73	 
cat_between_MRI_998	 2	 1	 Twix.bmp	 1.559320e+02	 12	 999000	 120	 999000	 999	 1.569499e+02	 300.00	 350.00	 7.00	 44	 6.13	 
cat_between_MRI_998	 2	 1	 Tictac.bmp	 1.589355e+02	 11	 999000	 1	 3.000497e+02	 999	 1.599532e+02	 250.00	 350.00	 17.00	 49	 5.57	 
cat_between_MRI_998	 2	 1	 Tapuchips.bmp	 1.609378e+02	 12	 999000	 120	 999000	 999	 1.619555e+02	 250.00	 350.00	 21.00	 39	 5.51	 
cat_between_MRI_998	 2	 1	 BabyDoll.bmp	 1.659263e+02	 12	 999000	 120	 999000	 999	 1.669443e+02	 250.00	 350.00	 3.00	 16	 6.59	 
cat_between_MRI_998	 2	 1	 ChocolateParaCookies5.bmp	 1.699311e+02	 24	 999000	 240	 999000	 999	 1.709489e+02	 250.00	 350.00	 45.00	 60	 4.96	 
cat_between_MRI_998	 2	 1	 DoritosSourSpicy.bmp	 1.759378e+02	 24	 999000	 240	 999000	 999	 1.769556e+02	 250.00	 350.00	 56.00	 10	 4.64	 
cat_between_MRI_998	 2	 1	 Hit.bmp	 1.779403e+02	 24	 999000	 240	 999000	 999	 1.789580e+02	 250.00	 350.00	 41.00	 23	 5.05	 
cat_between_MRI_998	 2	 1	 KashitSour.bmp	 1.799424e+02	 22	 999000	 2	 3.502654e+02	 999	 1.809601e+02	 250.00	 300.00	 51.00	 31	 4.81	 
cat_between_MRI_998	 2	 1	 TapuchipsCrunch.bmp	 1.819277e+02	 24	 999000	 240	 999000	 999	 1.829457e+02	 250.00	 300.00	 57.00	 29	 4.35	 
cat_between_MRI_998	 2	 1	 Bounty.bmp	 1.849313e+02	 12	 999000	 120	 999000	 999	 1.859490e+02	 250.00	 300.00	 15.00	 34	 5.62	 
cat_between_MRI_998	 2	 1	 ClickXLwhite4.bmp	 1.879347e+02	 22	 999000	 2	 3.000574e+02	 999	 1.889525e+02	 250.00	 250.00	 43.00	 45	 5.03	 
cat_between_MRI_998	 2	 1	 Dubonim.bmp	 1.919391e+02	 11	 999000	 1	 2.501868e+02	 999	 1.929570e+02	 200.00	 250.00	 11.00	 47	 5.81	 
cat_between_MRI_998	 2	 1	 ClickBalls5.bmp	 1.949426e+02	 22	 999000	 2	 2.502344e+02	 999	 1.959604e+02	 200.00	 200.00	 46.00	 36	 4.91	 
cat_between_MRI_998	 2	 1	 BambaSweet.bmp	 1.979294e+02	 12	 999000	 120	 999000	 999	 1.989470e+02	 200.00	 200.00	 20.00	 33	 5.51	 
cat_between_MRI_998	 2	 1	 DoritosNatural.bmp	 2.019338e+02	 24	 999000	 240	 999000	 999	 2.029515e+02	 200.00	 200.00	 52.00	 3	 4.79	 
cat_between_MRI_998	 2	 1	 KinderBuenoBrown3.bmp	 2.039360e+02	 24	 999000	 240	 999000	 999	 2.049538e+02	 200.00	 200.00	 44.00	 55	 5.01	 
cat_between_MRI_998	 2	 1	 ChocolateParaSucariotKoftzot2.bmp	 2.089416e+02	 24	 999000	 240	 999000	 999	 2.099593e+02	 200.00	 200.00	 40.00	 20	 5.06	 
cat_between_MRI_998	 2	 1	 PesekZman.bmp	 2.109268e+02	 22	 999000	 2	 2.002858e+02	 999	 2.119450e+02	 200.00	 150.00	 49.00	 50	 4.83	 
cat_between_MRI_998	 2	 1	 Kitkat.bmp	 2.159329e+02	 24	 999000	 240	 999000	 999	 2.169506e+02	 200.00	 150.00	 58.00	 1	 4.34	 
cat_between_MRI_998	 2	 1	 Smarties.bmp	 2.179350e+02	 24	 999000	 240	 999000	 999	 2.189528e+02	 200.00	 150.00	 50.00	 26	 4.81	 
cat_between_MRI_998	 2	 1	 BagaleShtuhim.bmp	 2.209384e+02	 12	 999000	 120	 999000	 999	 2.219562e+02	 200.00	 150.00	 13.00	 57	 5.77	 
cat_between_MRI_998	 2	 1	 ClickBlackWhite3.bmp	 2.229407e+02	 12	 999000	 120	 999000	 999	 2.239584e+02	 200.00	 150.00	 19.00	 40	 5.55	 
cat_between_MRI_998	 2	 1	 ChocolateParaMilk3.bmp	 2.249429e+02	 11	 999000	 1	 2.001939e+02	 999	 2.259606e+02	 150.00	 150.00	 14.00	 21	 5.67	 
cat_between_MRI_998	 2	 1	 BisliOnion.bmp	 2.299318e+02	 12	 999000	 120	 999000	 999	 2.309496e+02	 150.00	 150.00	 5.00	 13	 6.16	 
cat_between_MRI_998	 2	 1	 KifkefMaklot2.bmp	 2.329352e+02	 12	 999000	 120	 999000	 999	 2.339530e+02	 150.00	 150.00	 12.00	 59	 5.77	 
cat_between_MRI_998	 2	 1	 BambaNugat.bmp	 2.349374e+02	 24	 999000	 240	 999000	 999	 2.359552e+02	 150.00	 150.00	 47.00	 27	 4.85	 
cat_between_MRI_998	 2	 1	 DoritosGrill.bmp	 2.389419e+02	 12	 999000	 120	 999000	 999	 2.399596e+02	 150.00	 150.00	 18.00	 51	 5.57	 
cat_between_MRI_998	 2	 1	 HappyHippo.bmp	 2.409275e+02	 12	 999000	 120	 999000	 999	 2.419453e+02	 150.00	 150.00	 6.00	 25	 6.16	 
