subjectID	order	RunNum	itemName	onsetTime	trialType	RT	respInTime	CueTime	response	fixationTime	ladder1	ladder2	bidIndex	BDMtrialIndex	bidValue
cat_between_MRI_998	 2	 6	 KifkefMaklot2.bmp	 3.494456e+01	 12	 999000	 120	 999000	 999	 3.596263e+01	 83.33	 283.34	 12.00	 59	 5.77	 
cat_between_MRI_998	 2	 6	 Kitkat.bmp	 3.694705e+01	 24	 999000	 240	 999000	 999	 3.796481e+01	 83.33	 283.34	 58.00	 1	 4.34	 
cat_between_MRI_998	 2	 6	 Dubonim.bmp	 3.995043e+01	 11	 5.895716e+02	 110	 8.367782e+01	 98	 4.096822e+01	 100.00	 283.34	 11.00	 47	 5.81	 
cat_between_MRI_998	 2	 6	 KinderBuenoWhite2.bmp	 4.295387e+01	 24	 999000	 240	 999000	 999	 4.397165e+01	 100.00	 283.34	 53.00	 37	 4.76	 
cat_between_MRI_998	 2	 6	 DoritosSourSpicy.bmp	 4.595727e+01	 24	 999000	 240	 999000	 999	 4.697499e+01	 100.00	 283.34	 56.00	 10	 4.64	 
cat_between_MRI_998	 2	 6	 Tapuchips.bmp	 4.896059e+01	 12	 999000	 120	 999000	 999	 4.997830e+01	 100.00	 283.34	 21.00	 39	 5.51	 
cat_between_MRI_998	 2	 6	 Apropo.bmp	 5.094599e+01	 11	 5.140258e+02	 110	 1.001385e+02	 98	 5.196396e+01	 116.66	 283.34	 9.00	 11	 6.04	 
cat_between_MRI_998	 2	 6	 Cheetos.bmp	 5.294842e+01	 24	 999000	 240	 999000	 999	 5.396617e+01	 116.66	 283.34	 42.00	 9	 5.04	 
cat_between_MRI_998	 2	 6	 ChocolateParaSucariotKoftzot2.bmp	 5.495064e+01	 24	 999000	 240	 999000	 999	 5.596857e+01	 116.66	 283.34	 40.00	 20	 5.06	 
cat_between_MRI_998	 2	 6	 DoritosNatural.bmp	 5.795400e+01	 24	 999000	 240	 999000	 999	 5.897175e+01	 116.66	 283.34	 52.00	 3	 4.79	 
cat_between_MRI_998	 2	 6	 Halva2.bmp	 6.195852e+01	 11	 999000	 1	 1.167180e+02	 999	 6.297632e+01	 66.66	 283.34	 16.00	 17	 5.58	 
cat_between_MRI_998	 2	 6	 Mentos.bmp	 6.694739e+01	 22	 6.326363e+02	 220	 2.834876e+02	 98	 6.796520e+01	 66.66	 300.00	 54.00	 58	 4.73	 
cat_between_MRI_998	 2	 6	 Twix.bmp	 6.894963e+01	 12	 999000	 120	 999000	 999	 6.996745e+01	 66.66	 300.00	 7.00	 44	 6.13	 
cat_between_MRI_998	 2	 6	 Mekupelet.bmp	 7.695884e+01	 24	 999000	 240	 999000	 999	 7.797642e+01	 66.66	 300.00	 39.00	 22	 5.06	 
cat_between_MRI_998	 2	 6	 ClickBlackWhite3.bmp	 7.994508e+01	 12	 999000	 120	 999000	 999	 8.096327e+01	 66.66	 300.00	 19.00	 40	 5.55	 
cat_between_MRI_998	 2	 6	 DoritosGrill.bmp	 8.194766e+01	 12	 999000	 120	 999000	 999	 8.296535e+01	 66.66	 300.00	 18.00	 51	 5.57	 
cat_between_MRI_998	 2	 6	 BisliOnion.bmp	 8.495106e+01	 12	 999000	 120	 999000	 999	 8.596884e+01	 66.66	 300.00	 5.00	 13	 6.16	 
cat_between_MRI_998	 2	 6	 Tictac.bmp	 8.695322e+01	 11	 4.747813e+02	 110	 6.697112e+01	 98	 8.797122e+01	 83.33	 300.00	 17.00	 49	 5.57	 
cat_between_MRI_998	 2	 6	 KashitSour.bmp	 8.895553e+01	 22	 6.724814e+02	 220	 3.001745e+02	 98	 8.997333e+01	 83.33	 316.67	 51.00	 31	 4.81	 
cat_between_MRI_998	 2	 6	 Tortit.bmp	 9.195885e+01	 12	 999000	 120	 999000	 999	 9.297665e+01	 83.33	 316.67	 4.00	 19	 6.27	 
cat_between_MRI_998	 2	 6	 Popco.bmp	 9.694779e+01	 11	 4.482320e+02	 110	 8.347531e+01	 98	 9.796558e+01	 100.00	 316.67	 8.00	 38	 6.12	 
cat_between_MRI_998	 2	 6	 BisliGrill.bmp	 9.995116e+01	 22	 6.848543e+02	 220	 3.169771e+02	 98	 1.009689e+02	 100.00	 333.34	 48.00	 6	 4.85	 
cat_between_MRI_998	 2	 6	 Snickers.bmp	 1.019534e+02	 12	 999000	 120	 999000	 999	 1.029712e+02	 100.00	 333.34	 22.00	 7	 5.49	 
cat_between_MRI_998	 2	 6	 ClickBalls5.bmp	 1.049568e+02	 22	 6.792168e+02	 220	 3.334203e+02	 98	 1.059746e+02	 100.00	 350.00	 46.00	 36	 4.91	 
cat_between_MRI_998	 2	 6	 ClickXLwhite4.bmp	 1.069590e+02	 22	 8.130061e+02	 220	 3.500917e+02	 98	 1.079768e+02	 100.00	 366.67	 43.00	 45	 5.03	 
cat_between_MRI_998	 2	 6	 Bounty.bmp	 1.089445e+02	 12	 999000	 120	 999000	 999	 1.099623e+02	 100.00	 366.67	 15.00	 34	 5.62	 
cat_between_MRI_998	 2	 6	 WerthersOriginal.bmp	 1.139503e+02	 12	 999000	 120	 999000	 999	 1.149680e+02	 100.00	 366.67	 10.00	 53	 5.85	 
cat_between_MRI_998	 2	 6	 HappyHippo.bmp	 1.159525e+02	 12	 4.354936e+02	 12	 999000	 98	 1.169703e+02	 100.00	 366.67	 6.00	 25	 6.16	 
cat_between_MRI_998	 2	 6	 BagaleShtuhim.bmp	 1.189559e+02	 12	 999000	 120	 999000	 999	 1.199736e+02	 100.00	 366.67	 13.00	 57	 5.77	 
cat_between_MRI_998	 2	 6	 Smarties.bmp	 1.209581e+02	 24	 999000	 240	 999000	 999	 1.219759e+02	 100.00	 366.67	 50.00	 26	 4.81	 
cat_between_MRI_998	 2	 6	 Kitkat.bmp	 1.229603e+02	 24	 999000	 240	 999000	 999	 1.239781e+02	 100.00	 366.67	 58.00	 1	 4.34	 
cat_between_MRI_998	 2	 6	 KifkefMaklot2.bmp	 1.249460e+02	 12	 999000	 120	 999000	 999	 1.259637e+02	 100.00	 366.67	 12.00	 59	 5.77	 
cat_between_MRI_998	 2	 6	 KashitSour.bmp	 1.269482e+02	 22	 7.278477e+02	 220	 3.667653e+02	 98	 1.279660e+02	 100.00	 383.34	 51.00	 31	 4.81	 
cat_between_MRI_998	 2	 6	 ChocolateParaCookies5.bmp	 1.299515e+02	 24	 999000	 240	 999000	 999	 1.309690e+02	 100.00	 383.34	 45.00	 60	 4.96	 
cat_between_MRI_998	 2	 6	 BambaSweet.bmp	 1.329548e+02	 12	 999000	 120	 999000	 999	 1.339724e+02	 100.00	 383.34	 20.00	 33	 5.51	 
cat_between_MRI_998	 2	 6	 Dubonim.bmp	 1.349572e+02	 11	 5.348369e+02	 110	 1.001166e+02	 98	 1.359750e+02	 116.66	 383.34	 11.00	 47	 5.81	 
cat_between_MRI_998	 2	 6	 WerthersOriginal.bmp	 1.399458e+02	 12	 999000	 120	 999000	 999	 1.409638e+02	 116.66	 383.34	 10.00	 53	 5.85	 
cat_between_MRI_998	 2	 6	 Snickers.bmp	 1.439506e+02	 12	 999000	 120	 999000	 999	 1.449680e+02	 116.66	 383.34	 22.00	 7	 5.49	 
cat_between_MRI_998	 2	 6	 Loacker.bmp	 1.459528e+02	 24	 999000	 240	 999000	 999	 1.469703e+02	 116.66	 383.34	 55.00	 24	 4.68	 
cat_between_MRI_998	 2	 6	 ClickXLwhite4.bmp	 1.479551e+02	 22	 8.169353e+02	 220	 3.835447e+02	 98	 1.489729e+02	 116.66	 400.00	 43.00	 45	 5.03	 
cat_between_MRI_998	 2	 6	 Tapuchips.bmp	 1.499571e+02	 12	 999000	 120	 999000	 999	 1.509749e+02	 116.66	 400.00	 21.00	 39	 5.51	 
cat_between_MRI_998	 2	 6	 ClickBalls5.bmp	 1.519596e+02	 22	 7.643996e+02	 220	 4.001885e+02	 98	 1.529774e+02	 116.66	 416.67	 46.00	 36	 4.91	 
cat_between_MRI_998	 2	 6	 Hit.bmp	 1.539449e+02	 24	 999000	 240	 999000	 999	 1.549630e+02	 116.66	 416.67	 41.00	 23	 5.05	 
cat_between_MRI_998	 2	 6	 BisliGrill.bmp	 1.569485e+02	 22	 7.994901e+02	 220	 4.166951e+02	 98	 1.579660e+02	 116.66	 433.34	 48.00	 6	 4.85	 
cat_between_MRI_998	 2	 6	 Halva2.bmp	 1.589508e+02	 11	 5.252194e+02	 110	 1.167995e+02	 98	 1.599686e+02	 133.33	 433.34	 16.00	 17	 5.58	 
cat_between_MRI_998	 2	 6	 DoritosSourSpicy.bmp	 1.689451e+02	 24	 999000	 240	 999000	 999	 1.699629e+02	 133.33	 433.34	 56.00	 10	 4.64	 
cat_between_MRI_998	 2	 6	 Bounty.bmp	 1.709476e+02	 12	 999000	 120	 999000	 999	 1.719654e+02	 133.33	 433.34	 15.00	 34	 5.62	 
cat_between_MRI_998	 2	 6	 Apropo.bmp	 1.729498e+02	 11	 8.462211e+02	 110	 1.333919e+02	 98	 1.739676e+02	 150.00	 433.34	 9.00	 11	 6.04	 
cat_between_MRI_998	 2	 6	 DoritosNatural.bmp	 1.759532e+02	 24	 999000	 240	 999000	 999	 1.769708e+02	 150.00	 433.34	 52.00	 3	 4.79	 
cat_between_MRI_998	 2	 6	 DoritosGrill.bmp	 1.779554e+02	 12	 999000	 120	 999000	 999	 1.789730e+02	 150.00	 433.34	 18.00	 51	 5.57	 
cat_between_MRI_998	 2	 6	 ChocolateParaSucariotKoftzot2.bmp	 1.819600e+02	 24	 999000	 240	 999000	 999	 1.829778e+02	 150.00	 433.34	 40.00	 20	 5.06	 
cat_between_MRI_998	 2	 6	 ChocolateParaMilk3.bmp	 1.839452e+02	 11	 4.267779e+02	 110	 1.503148e+02	 98	 1.849631e+02	 166.66	 433.34	 14.00	 21	 5.67	 
cat_between_MRI_998	 2	 6	 Mentos.bmp	 1.879500e+02	 22	 8.460115e+02	 220	 4.334022e+02	 98	 1.889676e+02	 166.66	 450.00	 54.00	 58	 4.73	 
cat_between_MRI_998	 2	 6	 ClickBlackWhite3.bmp	 1.899523e+02	 12	 999000	 120	 999000	 999	 1.909698e+02	 166.66	 450.00	 19.00	 40	 5.55	 
cat_between_MRI_998	 2	 6	 Tictac.bmp	 1.919545e+02	 11	 4.975466e+02	 110	 1.668765e+02	 98	 1.929721e+02	 183.33	 450.00	 17.00	 49	 5.57	 
cat_between_MRI_998	 2	 6	 PesekZman.bmp	 1.949579e+02	 22	 999000	 2	 4.500235e+02	 999	 1.959754e+02	 183.33	 400.00	 49.00	 50	 4.83	 
cat_between_MRI_998	 2	 6	 TapuchipsCrunch.bmp	 1.969602e+02	 24	 999000	 240	 999000	 999	 1.979777e+02	 183.33	 400.00	 57.00	 29	 4.35	 
cat_between_MRI_998	 2	 6	 Mekupelet.bmp	 2.009481e+02	 24	 999000	 240	 999000	 999	 2.019657e+02	 183.33	 400.00	 39.00	 22	 5.06	 
cat_between_MRI_998	 2	 6	 BambaNugat.bmp	 2.039514e+02	 24	 999000	 240	 999000	 999	 2.049689e+02	 183.33	 400.00	 47.00	 27	 4.85	 
cat_between_MRI_998	 2	 6	 Popco.bmp	 2.059535e+02	 11	 5.225331e+02	 110	 1.834670e+02	 98	 2.069712e+02	 200.00	 400.00	 8.00	 38	 6.12	 
cat_between_MRI_998	 2	 6	 KinderBuenoWhite2.bmp	 2.089570e+02	 24	 999000	 240	 999000	 999	 2.099745e+02	 200.00	 400.00	 53.00	 37	 4.76	 
cat_between_MRI_998	 2	 6	 HappyHippo.bmp	 2.109592e+02	 12	 999000	 120	 999000	 999	 2.119768e+02	 200.00	 400.00	 6.00	 25	 6.16	 
cat_between_MRI_998	 2	 6	 Twix.bmp	 2.129445e+02	 12	 999000	 120	 999000	 999	 2.139625e+02	 200.00	 400.00	 7.00	 44	 6.13	 
cat_between_MRI_998	 2	 6	 Tortit.bmp	 2.159481e+02	 12	 999000	 120	 999000	 999	 2.169660e+02	 200.00	 400.00	 4.00	 19	 6.27	 
cat_between_MRI_998	 2	 6	 KinderBuenoBrown3.bmp	 2.179504e+02	 24	 999000	 240	 999000	 999	 2.189682e+02	 200.00	 400.00	 44.00	 55	 5.01	 
cat_between_MRI_998	 2	 6	 Cheetos.bmp	 2.209537e+02	 24	 999000	 240	 999000	 999	 2.219715e+02	 200.00	 400.00	 42.00	 9	 5.04	 
cat_between_MRI_998	 2	 6	 BagaleShtuhim.bmp	 2.259594e+02	 12	 999000	 120	 999000	 999	 2.269769e+02	 200.00	 400.00	 13.00	 57	 5.77	 
cat_between_MRI_998	 2	 6	 BabyDoll.bmp	 2.319495e+02	 12	 999000	 120	 999000	 999	 2.329673e+02	 200.00	 400.00	 3.00	 16	 6.59	 
cat_between_MRI_998	 2	 6	 Smarties.bmp	 2.389573e+02	 24	 8.867269e+02	 24	 999000	 98	 2.399750e+02	 200.00	 400.00	 50.00	 26	 4.81	 
cat_between_MRI_998	 2	 6	 BisliOnion.bmp	 2.409596e+02	 12	 999000	 120	 999000	 999	 2.419774e+02	 200.00	 400.00	 5.00	 13	 6.16	 
