subjectID	order	RunNum	itemName	onsetTime	trialType	RT	respInTime	CueTime	response	fixationTime	ladder1	ladder2	bidIndex	BDMtrialIndex	bidValue
cat_between_MRI_998	 2	 1	 KinderBuenoWhite2.bmp	 1.250877e+02	 24	 999000	 240	 999000	 999	 1.261076e+02	 450.00	 450.00	 53.00	 37	 4.76	 
cat_between_MRI_998	 2	 1	 Loacker.bmp	 1.270726e+02	 24	 999000	 240	 999000	 999	 1.280894e+02	 450.00	 450.00	 55.00	 24	 4.68	 
cat_between_MRI_998	 2	 1	 TapuchipsCrunch.bmp	 1.300763e+02	 24	 999000	 240	 999000	 999	 1.310902e+02	 450.00	 450.00	 57.00	 29	 4.35	 
cat_between_MRI_998	 2	 1	 Apropo.bmp	 1.330827e+02	 11	 999000	 1	 4.502306e+02	 999	 1.340969e+02	 400.00	 450.00	 9.00	 11	 6.04	 
cat_between_MRI_998	 2	 1	 PesekZman.bmp	 1.350819e+02	 22	 999000	 2	 4.502267e+02	 999	 1.360874e+02	 400.00	 400.00	 49.00	 50	 4.83	 
cat_between_MRI_998	 2	 1	 ChocolateParaMilk3.bmp	 1.400879e+02	 11	 999000	 1	 4.001035e+02	 999	 1.411042e+02	 350.00	 400.00	 14.00	 21	 5.67	 
cat_between_MRI_998	 2	 1	 ClickBalls5.bmp	 1.440751e+02	 22	 999000	 2	 4.001984e+02	 999	 1.450876e+02	 350.00	 350.00	 46.00	 36	 4.91	 
cat_between_MRI_998	 2	 1	 BambaSweet.bmp	 1.460777e+02	 12	 999000	 120	 999000	 999	 1.470878e+02	 350.00	 350.00	 20.00	 33	 5.51	 
cat_between_MRI_998	 2	 1	 ChocolateParaSucariotKoftzot2.bmp	 1.480716e+02	 24	 999000	 240	 999000	 999	 1.490800e+02	 350.00	 350.00	 40.00	 20	 5.06	 
cat_between_MRI_998	 2	 1	 Twix.bmp	 1.500716e+02	 12	 999000	 120	 999000	 999	 1.510822e+02	 350.00	 350.00	 7.00	 44	 6.13	 
cat_between_MRI_998	 2	 1	 ClickXLwhite4.bmp	 1.520718e+02	 22	 999000	 2	 3.501778e+02	 999	 1.530848e+02	 350.00	 300.00	 43.00	 45	 5.03	 
cat_between_MRI_998	 2	 1	 WerthersOriginal.bmp	 1.540870e+02	 12	 999000	 120	 999000	 999	 1.551044e+02	 350.00	 300.00	 10.00	 53	 5.85	 
cat_between_MRI_998	 2	 1	 DoritosNatural.bmp	 1.570733e+02	 24	 999000	 240	 999000	 999	 1.580910e+02	 350.00	 300.00	 52.00	 3	 4.79	 
cat_between_MRI_998	 2	 1	 Halva2.bmp	 1.590750e+02	 11	 999000	 1	 3.502852e+02	 999	 1.600898e+02	 300.00	 300.00	 16.00	 17	 5.58	 
cat_between_MRI_998	 2	 1	 DoritosGrill.bmp	 1.690871e+02	 12	 7.694943e+02	 12	 999000	 121	 1.701049e+02	 300.00	 300.00	 18.00	 51	 5.57	 
cat_between_MRI_998	 2	 1	 Smarties.bmp	 1.710721e+02	 24	 1.384422e+03	 240	 999000	 114	 1.720898e+02	 300.00	 300.00	 50.00	 26	 4.81	 
cat_between_MRI_998	 2	 1	 BabyDoll.bmp	 1.730750e+02	 12	 2.695415e+02	 12	 999000	 98	 1.740919e+02	 300.00	 300.00	 3.00	 16	 6.59	 
cat_between_MRI_998	 2	 1	 Snickers.bmp	 1.760776e+02	 12	 7.549498e+02	 12	 999000	 98	 1.770887e+02	 300.00	 300.00	 22.00	 7	 5.49	 
cat_between_MRI_998	 2	 1	 Cheetos.bmp	 1.780724e+02	 24	 999000	 240	 999000	 999	 1.790814e+02	 300.00	 300.00	 42.00	 9	 5.04	 
cat_between_MRI_998	 2	 1	 BagaleShtuhim.bmp	 1.820723e+02	 12	 999000	 120	 999000	 999	 1.830861e+02	 300.00	 300.00	 13.00	 57	 5.77	 
cat_between_MRI_998	 2	 1	 KifkefMaklot2.bmp	 1.840721e+02	 12	 999000	 120	 999000	 999	 1.850881e+02	 300.00	 300.00	 12.00	 59	 5.77	 
cat_between_MRI_998	 2	 1	 ChocolateParaCookies5.bmp	 1.880727e+02	 24	 999000	 240	 999000	 999	 1.890891e+02	 300.00	 300.00	 45.00	 60	 4.96	 
cat_between_MRI_998	 2	 1	 Bounty.bmp	 1.900726e+02	 12	 999000	 120	 999000	 999	 1.910782e+02	 300.00	 300.00	 15.00	 34	 5.62	 
cat_between_MRI_998	 2	 1	 Popco.bmp	 1.920726e+02	 11	 999000	 1	 3.002107e+02	 999	 1.930806e+02	 250.00	 300.00	 8.00	 38	 6.12	 
cat_between_MRI_998	 2	 1	 DoritosSourSpicy.bmp	 1.950723e+02	 24	 999000	 240	 999000	 999	 1.960836e+02	 250.00	 300.00	 56.00	 10	 4.64	 
cat_between_MRI_998	 2	 1	 Mentos.bmp	 1.970724e+02	 22	 999000	 2	 3.001044e+02	 999	 1.980863e+02	 250.00	 250.00	 54.00	 58	 4.73	 
cat_between_MRI_998	 2	 1	 Tapuchips.bmp	 2.010728e+02	 12	 999000	 120	 999000	 999	 2.020895e+02	 250.00	 250.00	 21.00	 39	 5.51	 
cat_between_MRI_998	 2	 1	 ClickBlackWhite3.bmp	 2.040758e+02	 12	 999000	 120	 999000	 999	 2.050893e+02	 250.00	 250.00	 19.00	 40	 5.55	 
cat_between_MRI_998	 2	 1	 KinderBuenoBrown3.bmp	 2.060727e+02	 24	 999000	 240	 999000	 999	 2.070794e+02	 250.00	 250.00	 44.00	 55	 5.01	 
cat_between_MRI_998	 2	 1	 Hit.bmp	 2.090729e+02	 24	 999000	 240	 999000	 999	 2.100827e+02	 250.00	 250.00	 41.00	 23	 5.05	 
cat_between_MRI_998	 2	 1	 BisliOnion.bmp	 2.110730e+02	 12	 999000	 120	 999000	 999	 2.120848e+02	 250.00	 250.00	 5.00	 13	 6.16	 
cat_between_MRI_998	 2	 1	 BambaNugat.bmp	 2.130728e+02	 24	 999000	 240	 999000	 999	 2.140868e+02	 250.00	 250.00	 47.00	 27	 4.85	 
cat_between_MRI_998	 2	 1	 HappyHippo.bmp	 2.160729e+02	 12	 999000	 120	 999000	 999	 2.170897e+02	 250.00	 250.00	 6.00	 25	 6.16	 
cat_between_MRI_998	 2	 1	 Dubonim.bmp	 2.180728e+02	 11	 999000	 1	 2.502064e+02	 999	 2.190892e+02	 200.00	 250.00	 11.00	 47	 5.81	 
cat_between_MRI_998	 2	 1	 Tictac.bmp	 2.210731e+02	 11	 999000	 1	 2.000999e+02	 999	 2.220797e+02	 150.00	 250.00	 17.00	 49	 5.57	 
cat_between_MRI_998	 2	 1	 BisliGrill.bmp	 2.260732e+02	 22	 999000	 2	 2.502419e+02	 999	 2.270852e+02	 150.00	 200.00	 48.00	 6	 4.85	 
cat_between_MRI_998	 2	 1	 Kitkat.bmp	 2.320734e+02	 24	 999000	 240	 999000	 999	 2.330895e+02	 150.00	 200.00	 58.00	 1	 4.34	 
cat_between_MRI_998	 2	 1	 KashitSour.bmp	 2.390735e+02	 22	 999000	 2	 2.000940e+02	 999	 2.400834e+02	 150.00	 150.00	 51.00	 31	 4.81	 
cat_between_MRI_998	 2	 1	 Tortit.bmp	 2.410734e+02	 12	 999000	 120	 999000	 999	 2.420853e+02	 150.00	 150.00	 4.00	 19	 6.27	 
